id,member_id,loan_amount,funded_amount,funded_amount_inv,term,int_rate,instalment,grade,sub_grade,employment_length,home_ownership,annual_inc,verification_status,issue_date,loan_status,payment_plan,purpose,dti,delinq_2yrs,earliest_credit_line,inq_last_6mths,mths_since_last_delinq,open_accounts,total_accounts,out_prncp,out_prncp_inv,total_payment,total_payment_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_payment_date,last_payment_amount,last_credit_pull_date,collections_12_mths_ex_med,policy_code,application_type,year
9785197,11637284,25000,25000,25000.0,36 months,12.85,840.55,B,B4,10+ years,MORTGAGE,125000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,25.77,0,01/10/1988,2,61,10,61,10873.99,10873.99,18503.8,18503.8,14126.01,4377.79,0.0,0.0,0.0,01/11/2021,840.55,01/01/2022,0.0,1,INDIVIDUAL,2019
9776913,11628830,20000,20000,20000.0,60 months,19.22,521.24,D,D4,10+ years,MORTGAGE,45000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,18.43,0,01/08/1999,2,31,12,15,14466.08,14466.08,11988.26,11988.26,5533.92,6454.34,0.0,0.0,0.0,01/11/2021,521.24,01/01/2022,0.0,1,INDIVIDUAL,2019
9776901,11628819,35000,35000,35000.0,36 months,12.85,1176.77,B,B4,2 years,MORTGAGE,152000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,15.79,2,01/08/1988,1,14,19,40,16226.58,16226.58,24712.17,24712.17,18773.42,5938.75,0.0,0.0,0.0,01/09/2021,1176.77,01/01/2022,0.0,1,INDIVIDUAL,2019
9776239,11628214,28500,28500,28500.0,60 months,19.22,742.76,D,D4,10+ years,RENT,90000.0,Source Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,21.24,0,01/03/2001,2,39,10,25,21420.13,21420.13,15597.58,15597.58,7079.87,8517.71,0.0,0.0,0.0,01/09/2021,742.76,01/01/2022,0.0,1,INDIVIDUAL,2019
9766250,11618244,15000,12000,15000.0,36 months,14.47,516.1,C,C2,7 years,MORTGAGE,80000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,31.59,0,01/02/1999,2,33,19,63,6180.56,6180.56,11870.3,11870.3,8819.44,3050.86,0.0,0.0,0.0,01/12/2021,516.1,01/01/2022,0.0,1,INDIVIDUAL,2019
9744616,11596765,15000,15000,15000.0,36 months,16.24,529.14,C,C5,5 years,RENT,40000.0,Source Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,26.04,0,01/07/1997,0,31,15,17,6707.28,6707.28,11640.86,11640.86,8292.72,3348.14,0.0,0.0,0.0,01/10/2021,529.14,01/01/2022,0.0,1,INDIVIDUAL,2019
9734888,11587026,17000,17000,16975.0,60 months,13.98,395.39,C,C1,10+ years,MORTGAGE,65000.0,Source Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,19.26,0,01/04/1995,1,31,13,28,12084.42,12066.65,8697.38,8684.59,4915.58,3781.8,0.0,0.0,0.0,01/10/2021,395.39,01/01/2022,0.0,1,INDIVIDUAL,2019
9726569,11578329,24575,24575,24525.0,36 months,10.99,804.44,B,B2,5 years,RENT,70000.0,Source Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,24.88,0,01/04/2001,0,31,13,21,11230.49,11207.64,16887.7,16853.34,13344.51,3543.19,0.0,0.0,0.0,01/09/2021,804.44,01/01/2022,0.0,1,INDIVIDUAL,2019
9716402,11568202,12000,12000,12000.0,36 months,13.507328482328484,398.52,B,B3,9 years,MORTGAGE,150000.0,Not Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,20.68,0,01/01/1994,0,46,21,30,4835.67,4835.67,9165.86,9165.86,7164.33,2001.53,0.0,0.0,0.0,01/11/2021,398.52,01/01/2022,0.0,1,INDIVIDUAL,2019
9715040,11567167,7500,12000,7500.0,36 months,13.53,254.63,B,B5,2 years,MORTGAGE,103330.0,Verified,2019-12-01,Late (31-120 days),n,home_improvement,12.89,0,01/10/1995,3,39,9,37,3063.69,3063.69,5855.13,5855.13,4436.31,1418.82,0.0,0.0,0.0,01/11/2021,254.63,01/01/2022,0.0,1,INDIVIDUAL,2019
9695574,11547657,14000,14000,14000.0,60 months,19.97,370.69,D,D5,4 years,RENT,90000.0,Source Verified,2019-12-01,Late (31-120 days),n,other,28.96,0,01/06/2002,3,31,10,22,10377.95,10377.95,8153.74,8153.74,3622.05,4531.69,0.0,0.0,0.0,01/10/2021,370.69,01/01/2022,0.0,1,INDIVIDUAL,2019
9685663,11537746,14000,12000,14000.0,60 months,14.47,329.18,C,C2,10+ years,MORTGAGE,45000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,25.15,0,01/10/2002,0,31,12,38,9780.18,9780.18,7567.74,7567.74,4219.82,3347.92,0.0,0.0,0.0,01/11/2021,329.18,01/01/2022,0.0,1,INDIVIDUAL,2019
9684678,11536828,1200,1200,1200.0,36 months,13.507328482328484,46.9,F,F1,10+ years,RENT,15755.0,Verified,2019-12-01,Late (31-120 days),n,other,14.61,0,01/10/1994,2,31,5,10,538.46,538.46,1078.46,1078.46,661.54,416.92,0.0,0.0,0.0,01/12/2021,140.7,01/01/2022,0.0,1,INDIVIDUAL,2019
9675811,11527822,31825,31825,31825.0,36 months,16.99,1134.49,D,D1,10+ years,MORTGAGE,71000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,22.33,0,01/12/2000,1,31,11,22,13385.12,13385.12,26092.35,26092.35,18439.88,7652.47,0.0,0.0,0.0,01/01/2022,1134.49,01/01/2022,0.0,1,INDIVIDUAL,2019
9666110,11517977,9700,12000,9700.0,36 months,10.99,317.52,B,B2,1 year,RENT,63600.0,Not Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,21.34,0,01/10/2001,2,31,13,24,4156.12,4156.12,6997.78,6997.78,5543.88,1453.9,0.0,0.0,0.0,01/10/2021,332.4,01/01/2022,0.0,1,INDIVIDUAL,2019
9646526,11498305,27000,27000,27000.0,60 months,16.99,670.88,D,D1,1 year,OWN,118000.0,Source Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,23.36,0,01/07/1991,3,31,11,29,19218.24,19218.24,15430.08,15430.08,7781.76,7648.32,0.0,0.0,0.0,01/11/2021,670.88,01/01/2022,0.0,1,INDIVIDUAL,2019
9604990,11457115,30000,30000,30000.0,60 months,19.97,794.32,D,D5,10+ years,MORTGAGE,120000.0,Verified,2019-12-01,Late (31-120 days),n,credit_card,18.31,1,01/08/1986,2,14,13,24,21718.2,21718.2,17474.96,17474.96,8281.8,9193.16,0.0,0.0,0.0,01/10/2021,794.32,01/01/2022,0.0,1,INDIVIDUAL,2019
9574868,11426996,10000,10000,10000.0,36 months,23.4,389.19,E,E5,10+ years,MORTGAGE,87500.0,Source Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,20.97,0,01/07/2000,0,31,18,25,5019.46,5019.46,8172.82,8172.82,4980.54,3192.28,0.0,0.0,0.0,01/10/2021,389.19,01/01/2022,0.0,1,INDIVIDUAL,2019
9554726,11406872,17000,17000,17000.0,36 months,14.47,584.91,C,C2,7 years,MORTGAGE,48000.0,Verified,2019-12-01,Late (31-120 days),n,credit_card,25.33,0,01/12/2000,0,41,5,15,8305.65,8305.65,12056.79,12056.79,8694.35,3303.94,58.5,0.0,0.0,01/10/2021,885.0,01/01/2022,0.0,1,INDIVIDUAL,2019
9534823,11386945,10000,10000,10000.0,36 months,13.98,232.58,C,C1,5 years,MORTGAGE,46700.0,Verified,2019-12-01,Late (31-120 days),n,home_improvement,26.78,0,01/08/2001,0,33,8,22,7383.36,7383.36,4883.64,4883.64,2616.64,2267.0,0.0,0.0,0.0,01/01/2022,252.38,01/01/2022,0.0,1,INDIVIDUAL,2019
9524914,11377049,31300,31300,31300.0,60 months,22.4,871.61,E,E3,9 years,MORTGAGE,70000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,30.77,0,01/09/1999,1,31,17,47,23139.09,23139.09,20046.67,20046.67,8160.91,11885.76,0.0,0.0,0.0,01/11/2021,871.61,01/01/2022,0.0,1,INDIVIDUAL,2019
9455081,11287190,7200,7200,7200.0,36 months,12.85,242.08,B,B4,7 years,RENT,38000.0,Not Verified,2019-12-01,Late (31-120 days),n,credit_card,23.37,0,01/04/2002,0,31,5,11,3338.36,3338.36,5083.48,5083.48,3861.64,1221.84,0.0,0.0,0.0,01/09/2021,242.08,01/01/2022,0.0,1,INDIVIDUAL,2019
9435001,11267134,10000,10000,10000.0,36 months,8.9,317.54,A,A5,6 years,RENT,150000.0,Not Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,2.07,0,01/11/2007,0,31,12,20,4207.46,4207.46,6985.88,6985.88,5792.54,1193.34,0.0,0.0,0.0,01/10/2021,317.54,01/01/2022,0.0,1,INDIVIDUAL,2019
9434759,11266904,9600,9600,9600.0,36 months,20.5,359.23,E,E1,10+ years,RENT,41000.0,Not Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,16.98,1,01/06/2000,0,23,13,21,4251.95,4251.95,8294.95,8294.95,5348.05,2913.94,32.96,0.0,0.0,01/12/2021,718.46,01/01/2022,0.0,1,INDIVIDUAL,2019
9424963,11257091,7400,7400,7400.0,36 months,12.85,248.81,B,B4,3 years,RENT,65000.0,Not Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,3.79,1,01/09/1984,1,14,6,13,3007.2,3007.2,5722.63,5722.63,4392.8,1329.83,0.0,0.0,0.0,01/11/2021,248.81,01/01/2022,0.0,1,INDIVIDUAL,2019
9384887,11217019,10000,10000,10000.0,60 months,20.5,267.73,E,E1,10+ years,RENT,92000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,7.59,1,01/11/1990,1,22,12,18,7580.7,7580.7,5636.99,5636.99,2419.3,3202.69,15.0,0.0,0.0,01/10/2021,267.73,01/01/2022,0.0,1,INDIVIDUAL,2019
9384801,11216940,25000,25000,24975.0,60 months,25.83,746.0,G,G2,10+ years,RENT,104000.0,Source Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,27.22,0,01/07/1999,1,31,21,60,19229.54,19210.31,16407.94,16391.54,5770.46,10637.48,0.0,0.0,0.0,01/10/2021,746.0,01/01/2022,0.0,1,INDIVIDUAL,2019
9384568,11216719,4500,4500,4500.0,36 months,22.9,173.96,E,E4,8 years,RENT,27000.0,Not Verified,2019-12-01,Late (31-120 days),n,other,27.96,0,01/10/2006,0,31,10,14,1865.27,1865.27,4174.62,4174.62,2634.73,1524.89,15.0,0.0,0.0,01/01/2022,173.96,01/01/2022,0.0,1,INDIVIDUAL,2019
9375167,11207284,12000,12000,12000.0,36 months,10.99,392.81,B,B2,5 years,RENT,38516.0,Source Verified,2019-12-01,Late (31-120 days),n,credit_card,15.92,0,01/09/1998,0,31,9,18,5189.48,5189.48,8641.82,8641.82,6810.52,1831.3,0.0,0.0,0.0,01/12/2021,392.81,01/01/2022,0.0,1,INDIVIDUAL,2019
9275253,11107356,29175,29175,29175.0,36 months,23.4,1135.45,E,E5,10+ years,OWN,87000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,23.25,1,01/05/1998,1,18,11,20,12928.37,12928.37,26114.57,26114.57,16246.63,9867.94,0.0,0.0,0.0,01/12/2021,1135.45,01/01/2022,0.0,1,INDIVIDUAL,2019
9237538,11069526,2500,2500,2500.0,36 months,15.1,86.79,C,C2,10+ years,RENT,32000.0,Not Verified,2019-12-01,Late (31-120 days),n,other,14.55,0,01/07/2000,0,27,10,21,1180.36,1180.36,1838.01,1838.01,1319.64,503.37,15.0,0.0,0.0,01/11/2021,0.42,01/01/2022,0.0,1,INDIVIDUAL,2019
9235805,11067890,28100,28100,27975.0,60 months,13.507328482328484,793.77,E,E4,10+ years,RENT,62995.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,8.35,0,01/12/1994,3,31,11,34,20871.26,20778.41,18252.81,18171.62,7228.74,11024.07,0.0,0.0,0.0,01/11/2021,793.77,01/01/2022,0.0,1,INDIVIDUAL,2019
9235148,11067260,10050,10050,10050.0,36 months,17.1,358.82,C,C5,< 1 year,RENT,30000.0,Not Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,28.96,0,01/04/2005,1,31,8,18,3961.45,3961.45,8652.72,8652.72,6088.55,2564.17,0.0,0.0,0.0,01/01/2022,400.0,01/01/2022,0.0,1,INDIVIDUAL,2019
9197861,11059864,4275,4275,4275.0,36 months,9.67,137.29,B,B1,3 years,MORTGAGE,127000.0,Source Verified,2019-12-01,Late (16-30 days),n,debt_consolidation,13.82,0,01/04/2002,1,26,6,29,1565.47,1565.47,3294.96,3294.96,2709.53,585.43,0.0,0.0,0.0,01/12/2021,137.29,01/01/2022,0.0,1,INDIVIDUAL,2019
9225338,11047439,9600,9600,9600.0,36 months,19.52,354.43,D,D4,10+ years,MORTGAGE,65000.0,Not Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,12.22,0,01/11/1996,1,32,14,31,4405.87,4405.87,7797.02,7797.02,5194.13,2602.89,0.0,0.0,0.0,01/10/2021,354.43,01/01/2022,0.0,1,INDIVIDUAL,2019
9217360,11039350,26500,26500,26500.0,60 months,20.5,709.49,E,E1,1 year,RENT,60000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,20.26,0,01/03/2002,0,31,15,29,20078.78,20078.78,14898.75,14898.75,6421.22,8477.53,0.0,0.0,0.0,01/09/2021,709.49,01/01/2022,0.0,1,INDIVIDUAL,2019
9217105,11039125,4125,4125,4125.0,36 months,13.507328482328484,152.3,D,D4,10+ years,RENT,20000.0,Source Verified,2019-12-01,Late (16-30 days),n,moving,16.33,0,01/11/1992,0,43,8,10,1647.94,1647.94,3655.12,3655.12,2477.06,1178.06,0.0,0.0,0.0,01/12/2021,152.3,01/01/2022,0.0,1,INDIVIDUAL,2019
9215603,11037708,32350,32350,32350.0,60 months,17.76,817.26,D,D1,3 years,MORTGAGE,72000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,28.35,0,01/10/1994,3,31,15,36,24084.43,24084.43,17162.4,17162.4,8265.57,8896.83,0.0,0.0,0.0,01/09/2021,817.26,01/01/2022,0.0,1,INDIVIDUAL,2019
9206490,11028517,17500,17500,17500.0,60 months,19.52,458.99,D,D4,10+ years,MORTGAGE,40000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,33.84,0,01/10/1993,0,31,19,21,12684.43,12684.43,10556.63,10556.63,4815.57,5741.06,0.0,0.0,0.0,01/11/2021,458.99,01/01/2022,0.0,1,INDIVIDUAL,2019
9205081,11027195,20000,20000,20000.0,60 months,19.52,524.56,D,D4,5 years,RENT,63286.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,29.24,1,01/09/1999,1,10,15,52,14781.52,14781.52,11537.82,11537.82,5218.48,6319.34,0.0,0.0,0.0,01/10/2021,524.56,01/01/2022,0.0,1,INDIVIDUAL,2019
9189486,11021330,28000,28000,28000.0,36 months,8.9,889.09,A,A5,6 years,MORTGAGE,120000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,13.03,0,01/05/1987,2,31,13,41,12579.28,12579.28,18668.23,18668.23,15420.72,3247.51,0.0,0.0,0.0,01/09/2021,889.09,01/01/2022,0.0,1,INDIVIDUAL,2019
9189407,11021260,4000,4000,4000.0,36 months,22.4,153.6,E,E3,10+ years,MORTGAGE,95000.0,Verified,2019-12-01,Late (16-30 days),n,small_business,16.62,1,01/10/1995,1,5,9,25,1637.38,1637.38,3686.4,3686.4,2362.62,1323.78,0.0,0.0,0.0,01/12/2021,153.6,01/01/2022,0.0,1,INDIVIDUAL,2019
9188397,11020337,20375,20375,20375.0,36 months,17.1,727.44,C,C5,10+ years,MORTGAGE,110000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,14.32,1,01/12/1996,4,22,9,24,9173.71,9173.71,16003.56,16003.56,11201.29,4802.27,0.0,0.0,0.0,01/10/2021,727.44,01/01/2022,0.0,1,INDIVIDUAL,2019
9186946,11018962,10000,10000,10000.0,36 months,12.99,336.9,B,B4,4 years,MORTGAGE,54000.0,Source Verified,2019-12-01,Late (31-120 days),n,credit_card,17.6,0,01/08/1997,3,27,9,17,4641.84,4641.84,7073.86,7073.86,5358.16,1715.7,0.0,0.0,0.0,01/09/2021,336.9,01/01/2022,0.0,1,INDIVIDUAL,2019
9186105,11018156,8725,8725,8725.0,36 months,21.0,328.72,E,E1,4 years,RENT,26000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,26.2,0,01/08/2008,0,31,11,15,3603.05,3603.05,7920.4,7920.4,5121.95,2767.01,31.44,0.0,0.0,01/01/2022,343.72,01/01/2022,0.0,1,INDIVIDUAL,2019
9184727,11016865,10000,10000,10000.0,36 months,18.55,364.29,D,D2,2 years,RENT,41600.0,Source Verified,2019-12-01,Late (16-30 days),n,debt_consolidation,6.46,0,01/09/2006,0,31,10,16,4260.62,4260.62,8415.41,8415.41,5739.38,2676.03,0.0,0.0,0.0,01/12/2021,364.29,01/01/2022,0.0,1,INDIVIDUAL,2019
9174722,11006867,10000,10000,10000.0,36 months,19.52,369.2,D,D4,10+ years,MORTGAGE,74800.0,Source Verified,2019-12-01,Late (16-30 days),n,vacation,12.61,0,01/10/1994,1,24,13,15,4000.46,4000.46,8860.04,8860.04,5999.54,2860.5,0.0,0.0,0.0,01/12/2021,738.4,01/01/2022,0.0,1,INDIVIDUAL,2019
9145029,10977147,12000,12000,12000.0,36 months,16.2,293.1,C,C4,4 years,MORTGAGE,50000.0,Source Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,15.89,0,01/03/1995,3,30,13,33,8667.83,8667.83,6447.88,6447.88,3332.17,3115.71,0.0,0.0,0.0,01/10/2021,293.1,01/01/2022,0.0,1,INDIVIDUAL,2019
9144787,10976919,12000,12000,12000.0,36 months,13.67,408.22,B,B5,< 1 year,RENT,46000.0,Source Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,30.33,0,01/11/2004,0,69,16,34,5599.32,5599.32,8572.4,8572.4,6400.68,2171.72,0.0,0.0,0.0,01/09/2021,408.22,01/01/2022,0.0,1,INDIVIDUAL,2019
9135342,10967430,35000,35000,35000.0,60 months,17.76,884.21,D,D1,9 years,MORTGAGE,200000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,15.64,0,01/06/1999,3,29,13,38,25558.75,25558.75,19452.46,19452.46,9441.25,10011.21,0.0,0.0,0.0,01/10/2021,884.21,01/01/2022,0.0,1,INDIVIDUAL,2019
9134719,10966860,7200,7200,7200.0,36 months,15.61,251.75,C,C3,2 years,RENT,30000.0,Source Verified,2019-12-01,Late (31-120 days),n,credit_card,26.72,0,01/08/2009,2,31,7,12,3410.54,3410.54,5286.67,5286.67,3789.46,1497.21,0.0,0.0,0.0,01/09/2021,251.75,01/01/2022,0.0,1,INDIVIDUAL,2019
9124990,10957116,20000,20000,20000.0,60 months,15.1,476.85,C,C2,10+ years,MORTGAGE,56000.0,Source Verified,2019-12-01,Late (16-30 days),n,debt_consolidation,23.19,0,01/11/1996,0,24,11,29,13736.38,13736.38,11444.34,11444.34,6263.62,5180.72,0.0,0.0,0.0,01/12/2021,476.85,01/01/2022,0.0,1,INDIVIDUAL,2019
9124635,10956781,15450,15450,15450.0,36 months,24.08,606.8,F,F2,10+ years,MORTGAGE,58000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,17.26,0,01/12/2003,1,31,12,19,6899.67,6899.67,13956.08,13956.08,8550.33,5405.75,0.0,0.0,0.0,01/12/2021,606.8,01/01/2022,0.0,1,INDIVIDUAL,2019
9076831,10888822,27575,27575,27575.0,60 months,24.08,794.56,F,F2,10+ years,MORTGAGE,80000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,28.28,0,01/08/2005,0,31,15,35,20611.74,20611.74,18274.34,18274.34,6963.26,11311.08,0.0,0.0,0.0,01/11/2021,794.56,01/12/2021,0.0,1,INDIVIDUAL,2019
9075546,10887619,18000,18000,17950.0,36 months,11.99,597.78,B,B3,10+ years,RENT,42000.0,Not Verified,2019-11-01,Late (31-120 days),n,debt_consolidation,21.17,0,01/02/1997,0,29,15,34,7253.63,7233.48,13748.61,13710.42,10746.37,3002.24,0.0,0.0,0.0,01/11/2021,597.78,01/01/2022,0.0,1,INDIVIDUAL,2019
9068428,10880296,7125,7125,7125.0,36 months,15.1,247.34,C,C2,1 year,RENT,24000.0,Not Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,29.15,0,01/10/2007,0,31,6,9,2949.14,2949.14,5688.82,5688.82,4175.86,1512.96,0.0,0.0,0.0,01/11/2021,247.34,01/01/2022,0.0,1,INDIVIDUAL,2019
9068240,10880121,21100,21100,21100.0,60 months,25.8,629.25,G,G1,3 years,MORTGAGE,48000.0,Verified,2019-12-01,Late (16-30 days),n,debt_consolidation,16.55,1,01/06/1995,3,19,6,18,14906.94,14906.94,15798.56,15798.56,6193.06,9605.5,0.0,0.0,0.0,01/12/2021,629.25,01/01/2022,0.0,1,INDIVIDUAL,2019
9067396,10879327,5000,5000,5000.0,36 months,12.99,168.45,B,B4,10+ years,OWN,155400.0,Source Verified,2019-11-01,Late (16-30 days),n,debt_consolidation,9.95,2,01/10/1992,0,3,8,27,1886.15,1886.15,4042.44,4042.44,3113.85,928.59,0.0,0.0,0.0,01/12/2021,168.45,01/01/2022,0.0,1,INDIVIDUAL,2019
9055895,10867952,15250,15250,15250.0,60 months,22.4,424.67,E,E3,10+ years,MORTGAGE,45000.0,Source Verified,2019-11-01,Late (31-120 days),n,debt_consolidation,15.36,13,01/10/1998,0,6,11,23,11273.67,11273.67,9767.41,9767.41,3976.33,5791.08,0.0,0.0,0.0,01/10/2021,424.67,01/01/2022,0.0,1,INDIVIDUAL,2019
9055704,10867768,10000,10000,10000.0,36 months,15.61,349.65,C,C3,2 years,RENT,67000.0,Verified,2019-11-01,Late (31-120 days),n,credit_card,3.37,0,01/08/2001,1,31,5,8,4736.86,4736.86,7342.65,7342.65,5263.14,2079.51,0.0,0.0,0.0,01/09/2021,349.65,01/01/2022,0.0,1,INDIVIDUAL,2019
9055660,10867727,30000,30000,30000.0,36 months,8.9,952.6,A,A5,6 years,MORTGAGE,214400.0,Source Verified,2019-11-01,Late (31-120 days),n,credit_card,13.47,0,01/12/2000,0,31,22,34,11765.3,11765.3,21907.97,21907.97,18234.7,3673.27,0.0,0.0,0.0,01/10/2021,952.6,01/01/2022,0.0,1,INDIVIDUAL,2019
9054622,10866770,6500,6500,6500.0,36 months,13.507328482328484,206.4,A,A5,2 years,RENT,39000.0,Not Verified,2019-11-01,Late (31-120 days),n,debt_consolidation,18.43,0,01/11/2004,2,31,11,33,2549.89,2549.89,4745.73,4745.73,3950.11,795.62,0.0,0.0,0.0,01/10/2021,206.4,01/01/2022,0.0,1,INDIVIDUAL,2019
9045352,10857450,20000,20000,20000.0,60 months,19.2,521.02,D,D3,4 years,RENT,55000.0,Verified,2019-11-01,Late (31-120 days),n,debt_consolidation,22.23,0,01/03/2006,0,31,8,11,14174.38,14174.38,12504.33,12504.33,5825.62,6678.71,0.0,0.0,0.0,01/12/2021,521.02,01/01/2022,0.0,1,INDIVIDUAL,2019
9045309,10857411,35000,35000,35000.0,60 months,21.0,946.87,E,E1,10+ years,MORTGAGE,110000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,24.45,1,01/10/1989,4,21,19,42,26124.71,26124.71,20830.94,20830.94,8875.29,11955.65,0.0,0.0,0.0,01/10/2021,946.87,01/01/2022,0.0,1,INDIVIDUAL,2019
9036740,10848724,35000,35000,35000.0,60 months,19.2,911.78,D,D3,10+ years,MORTGAGE,110000.0,Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,25.69,1,01/06/1997,3,4,18,38,24850.83,24850.83,21882.64,21882.64,10149.17,11687.88,45.59,0.0,0.0,01/01/2022,911.78,01/01/2022,0.0,1,INDIVIDUAL,2019
9036321,10848341,10000,10000,10000.0,36 months,13.67,340.18,B,B5,10+ years,MORTGAGE,85000.0,Not Verified,2019-12-01,Late (16-30 days),n,home_improvement,19.4,0,01/03/1999,2,40,14,30,3810.27,3810.27,8181.33,8181.33,6189.73,1974.59,17.01,0.0,0.0,01/12/2021,680.36,01/01/2022,0.0,1,INDIVIDUAL,2019
9035275,10847375,19200,19200,19200.0,36 months,6.62,589.52,A,A2,7 years,MORTGAGE,99000.0,Not Verified,2019-11-01,Late (31-120 days),n,debt_consolidation,18.09,2,01/06/1985,0,21,16,29,6828.51,6828.51,14146.17,14146.17,12371.49,1774.68,0.0,0.0,0.0,01/12/2021,589.52,01/01/2022,0.0,1,INDIVIDUAL,2019
9026488,10838489,10750,10750,10750.0,60 months,25.83,320.78,G,G2,10+ years,RENT,35000.0,Verified,2019-11-01,Late (31-120 days),n,other,19.86,0,01/03/1997,2,31,10,12,8125.97,8125.97,7375.92,7375.92,2624.03,4751.89,0.0,0.0,0.0,01/11/2021,320.78,01/01/2022,0.0,1,INDIVIDUAL,2019
9025453,10837526,10000,10000,10000.0,60 months,18.55,256.94,D,D2,10+ years,RENT,45000.0,Source Verified,2019-11-01,Late (31-120 days),n,debt_consolidation,25.65,0,01/01/2001,0,80,5,39,7342.13,7342.13,5652.5,5652.5,2657.87,2994.63,0.0,0.0,0.0,01/10/2021,256.94,01/01/2022,0.0,1,INDIVIDUAL,2019
9025040,10837149,5000,5000,5000.0,36 months,8.9,158.77,A,A5,2 years,MORTGAGE,33000.0,Not Verified,2019-11-01,Late (31-120 days),n,debt_consolidation,3.82,0,01/11/2008,1,26,5,13,1960.57,1960.57,3660.03,3660.03,3039.43,620.6,0.0,0.0,0.0,01/11/2021,158.77,01/01/2022,0.0,1,INDIVIDUAL,2019
9011866,10803254,21000,21000,20975.0,60 months,13.507328482328484,513.37,C,C5,1 year,RENT,55000.0,Source Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,17.24,0,01/02/1998,2,46,9,22,14831.62,14813.97,12066.02,12051.66,6168.38,5897.64,0.0,0.0,0.0,01/01/2022,771.0,01/01/2022,0.0,1,INDIVIDUAL,2019
9010518,10802088,12000,12000,12000.0,36 months,14.3,411.89,C,C1,9 years,RENT,122000.0,Verified,2019-11-01,Late (31-120 days),n,debt_consolidation,20.85,3,01/07/1999,0,13,11,23,5282.57,5282.57,9089.7,9089.7,6717.43,2372.27,0.0,0.0,0.0,01/10/2021,440.94,01/01/2022,0.0,1,INDIVIDUAL,2019
9010419,10802010,24575,24575,24575.0,36 months,20.2,653.83,D,D5,5 years,RENT,55089.0,Verified,2019-11-01,Late (31-120 days),n,debt_consolidation,11.55,0,01/04/2003,0,31,8,13,18904.61,18904.61,13760.48,13760.48,5670.39,8057.4,32.69,0.0,0.0,01/10/2021,686.52,01/01/2022,0.0,1,INDIVIDUAL,2019
9008878,10800800,30000,30000,30000.0,60 months,16.2,732.74,C,C4,9 years,MORTGAGE,70250.0,Verified,2019-12-01,Late (16-30 days),n,credit_card,25.23,0,01/05/1995,1,31,8,20,20771.32,20771.32,17971.74,17971.74,9228.68,8743.06,0.0,0.0,0.0,01/01/2022,366.37,01/01/2022,0.0,1,INDIVIDUAL,2019
9007511,10799507,11875,11875,11875.0,36 months,15.61,415.21,C,C4,7 years,MORTGAGE,90000.0,Not Verified,2019-12-01,Late (31-120 days),n,debt_consolidation,11.04,0,01/12/2006,1,31,12,29,5283.41,5283.41,9133.92,9133.92,6591.59,2542.33,0.0,0.0,0.0,01/10/2021,415.21,01/01/2022,0.0,1,INDIVIDUAL,2019
